Nama Herbal,Khasiat,Saran Penyajian
Cabai Rawit,"Cabai rawit mengandung senyawa capsaicin yang dapat merangsang produksi cairan lambung dan meningkatkan pergerakan usus, membantu meredakan gejala sakit perut seperti kembung dan konstipasi. Sifat antiinflamasi capsaicin juga dapat membantu mengurangi peradangan dalam saluran pencernaan, memberikan efek positif dalam pengobatan keluhan sakit perut.","Daun muda segar dicuci lalu giling sampai halus. ditambahkan sedikit kapur sirih, lalu diaduk sampai rata. Ramuan tersebut dibalurkan pada bagian perut yang sakit."
Cabai Rawit,"Cabai rawit mengandung senyawa capsaicin yang memiliki efek antiinflamasi dan analgesik, membantu meredakan peradangan dan nyeri pada kondisi rematik. Kandungan capsaicin juga dapat meningkatkan sirkulasi darah, memberikan efek hangat yang menyenangkan, dan membantu mengurangi kekakuan pada sendi, memberikan dukungan dalam pengelolaan gejala rematik.","10 buah cabai rawit digiling sampai halus, ditambahkan 1/2 sendok teh kapur sirih dan air perasan sebuah jeruk nipis, lalu diaduk sampai rata. Ramuan tersebut dibalurkan pada bagian tubuh yang sakit"
Cakar Ayam,"Cakar Ayam, dengan kandungan senyawa antioksidan seperti flavonoid dan tanin, telah dikaitkan dengan potensi anti-kanker berkat sifatnya yang dapat menghambat pertumbuhan sel kanker. Ekstrak dari tanaman ini juga dapat memberikan efek detoksifikasi dan meningkatkan sistem kekebalan tubuh, memberikan kontribusi positif dalam mendukung upaya pencegahan dan pengobatan kanker.",60 g cakar ayam kering direbus 3-4 jam dengan api kecil. Air rebusan diminum setelah dingin.
Cakar Ayam,"Cakar Ayam, dengan kandungan antioksidan dan sifat antiinflamasi, telah digunakan dalam pengobatan tradisional untuk meredakan batuk, radang paru, radang tenggorokan, dan radang amandel. Ekstrak dari tanaman ini dapat membantu mengurangi peradangan, meredakan gejala batuk, serta memberikan efek antimikroba yang bermanfaat dalam mendukung proses penyembuhan pada gangguan saluran pernapasan dan tenggorokan.",30 cakar ayam direbus dan air rebusannya diminum.
Cakar Ayam,"Cakar Ayam, dengan kandungan senyawa flavonoid dan polisakarida, telah dikenal dalam pengobatan tradisional untuk mempercepat proses penyembuhan patah tulang. Ekstrak dari tumbuhan ini dapat merangsang produksi kolagen dan meningkatkan mineralisasi tulang, memberikan efek positif dalam mendukung regenerasi jaringan dan penyembuhan patah tulang.","15-30 g cakar ayam segar direbus dan air rebusannya diminum. Jika patah tulang tertutup, bisa digunakan untuk pengobatan luar, dengan melumatkan cakar ayam dan ditempelkan pada bagian yang patah."
Cincau Hijau,"Cincau, dengan kandungan senyawa antiinflamasi dan antipiretik, dapat membantu meredakan demam dengan mengurangi peradangan dan menurunkan suhu tubuh. Khasiat tersebut berasal dari sifat sejuk dan efek menenangkan cincau yang dapat memberikan efek penyegaran dan kenyamanan saat mengalami demam.","Rimpangnya diiris-iris halus kemudian direbus dengan air, perasannya diminum."
Cincau Hijau,"Cincau, dengan sifat antasida alaminya, dapat membantu meredakan gejala sakit perut dan memberikan efek menenangkan pada saluran pencernaan. Kandungan serat dan flavonoid dalam cincau juga dapat mendukung penurunan tekanan darah tinggi, sementara kemampuannya sebagai detoksifikasi alami dapat membantu mengatasi keracunan makanan, terutama yang disebabkan oleh konsumsi udang.","Daun diremas- remas dengan air sampai air menjadi hijau, biarkan menjadi seperti agar-agar dan diminum bersama gula jawa."
Cempaka,"Bunga Cempaka, dengan aroma harum dan sifat antiinflamasi alaminya, dapat membantu meredakan gejala sinusitis seperti hidung tersumbat dan peradangan pada saluran hidung. Ekstrak dari bunga ini juga dapat memberikan efek menenangkan pada saluran pernapasan, membantu meningkatkan sirkulasi udara dan mengurangi ketidaknyamanan yang terkait dengan sinusitis.","30 g bunga cempaka putih kering, 30 g daun mint/menthol, 15 g jahe, 2 batang daun bawang putih direbus dengan 800 cc air hingga tersisa 400 cc air, lalu airnya diminum untuk 2 kali sehari masing-masing 200 cc."
Cempaka,"Bunga cempaka memiliki aroma yang lembut dan dapat memberikan efek menenangkan pada sistem saraf, membantu meredakan gejala vertigo seperti kepala pusing. Sifat relaksan pada cempaka juga dapat membantu mengurangi ketegangan otot leher dan kepala, memberikan dukungan tambahan dalam mengatasi keluhan vertigo.","5-7 kuntum bunga cempaka putih kering direbus dengan 500 cc air hingga tersisa 200 cc, kemudian airnya diminum selagi hangat."
Cempaka,"Bunga Cempaka, dengan sifat karminatifnya, dapat membantu meredakan perut kembung dengan mengurangi produksi gas dalam saluran pencernaan. Ekstrak dari bunga ini juga memiliki efek menenangkan pada otot saluran pencernaan, membantu mengatasi ketidaknyamanan akibat perut kembung.","5 kuntum bunga cempaka putih, 5 g kulit jeruk keprok atau jeruk mandarin kering, 3 butir kapulaga, 15 g jahe direbus dengan 700 cc air hingga tersisa 300 cc, kemudian disaring dan diminum selagi hangat."
Cempaka,"Cempaka, dengan sifat antiseptik dan antiinflamasi dalam bunganya, dapat membantu mengatasi keputihan dengan mengurangi pertumbuhan bakteri dan peradangan pada area genital. Ekstrak cempaka juga dapat memberikan efek menyeimbangkan pH alami pada daerah intim, mendukung kesehatan reproduksi dan mengurangi gejala keputihan yang tidak normal.","30 g bunga cempaka putih kering, 60 g jali (direndam dahulu hingga lembut), 15 g kulit delima kering direbus dengan air secukupnya dan air rebusannya diminum selagi hangat sedangkan jalinya dimakan."
Cempaka,"Cempaka, dengan kandungan senyawa antiinflamasi dan antiseptik, dapat membantu meredakan radang pada saluran pernapasan. Ekstrak dari bunga cempaka memiliki sifat menenangkan pada jaringan bronkial, membantu mengurangi gejala radang seperti batuk dan sesak napas, memberikan efek positif dalam mendukung kesehatan saluran pernapasan.","15 g daun cempaka putih, 15 g pahap (umbi bunga lili), 5 g kulit jeruk mandarin kering direbus dengan 500 cc air hingga tersisa 200 cc lalu airnya diminum selagi hangat; atau 15 g bunga cempaka putih kering ditambahkan air secukupnya lalu ditim, kemudian airnya Lakukan secara teratur."
Cempaka,"Cempaka, dengan kandungan senyawa antiinflamasi dan antiseptiknya, telah digunakan dalam pengobatan tradisional untuk membantu mengurangi pembengkakan prostat dan meredakan gejala pembesaran prostat. Ekstrak dari bunga cempaka dapat memberikan efek positif dalam mengelola kondisi ini, dengan potensinya dalam meredakan peradangan dan meningkatkan kesehatan saluran kemih.","30 g daun cempaka putih kering, 30 g daun kumis kucing segar, dan 30 g daun sendok segar direbus dengan air 700 cc hingga tersisa 300 cc, lalu airnya diminum selagi hangat."
Cempaka,"Cempaka, dengan kandungan senyawa antimikroba dan ekspektoran alaminya, dapat membantu meredakan batuk rejan dengan mengurangi iritasi pada saluran pernapasan. Ekstrak dari bunga cempaka juga dapat memfasilitasi pengeluaran dahak, membantu membersihkan saluran pernapasan dan meredakan gejala batuk berdahak.","5-7 kuntum bunga cempaka putih, 10 g jahe, 10 g kulit jeruk mandarin kering direbus dengan 600 cc air hingga tersisa 300 cc,tambahkan madu secukupnya dan diminum. Lakukan dua kali sehari masing-masing 150 cc."
Cincau Hitam,"Cincau hitam, dengan sifat antibakteri dan antijamur, dapat membantu mengatasi masalah keputihan dengan meredakan iritasi dan mengembalikan keseimbangan flora vagina. Selain itu, cincau hitam juga memiliki sifat antasida yang dapat membantu meredakan sakit perut dengan menetralkan kelebihan asam lambung, memberikan efek positif dalam mengurangi ketidaknyamanan pada saluran pencernaan.","± 80 g seluruh bagian tanaman segar Mesona palustris, dicuci, ditumbuk, direbus dengan 5 gelas air selama 15 menit, setelah dingin diperas dan disaring. Hasil saringan ditambah 5 g gula merah, diaduk, dirninum sehari tiga kali sarna banyak pagi, siang dan sore."
Cincau Hitam,"Cincau hitam, dengan sifat antasida alami, dapat membantu meredakan gangguan pencernaan dan sakit perut. Kandungan flavonoid dalam cincau hitam juga diyakini dapat berkontribusi pada penurunan tekanan darah, memberikan potensi manfaat dalam pengelolaan hipertensi.","daun cincau diremas-remas, dengan air matang, disaring dan dibiarkan beberapa saat sampai berbentuk agar-agar, kemudian ditambah santan kelapa dan pemanis dari gula kelapa."
Cincau Hitam,"Cincau hitam, dengan kandungan antioksidan dan sifat penyejuk alaminya, dapat membantu meredakan demam dengan menurunkan suhu tubuh dan memberikan efek penyegaran. Ekstrak cincau hitam juga dapat memberikan hidrasi dan nutrisi tambahan, membantu tubuh dalam proses pemulihan selama periode demam.","akar cincau secukupnya, seduh dengan air panas, lalu diminum."
Daun Jinten,"Daun jinten mengandung senyawa antiinflamasi dan antimikroba yang dapat membantu meredakan demam dengan menurunkan peradangan dan mengatasi infeksi. Sifat penenang pada daun jinten juga dapat memberikan efek menenangkan pada sistem saraf, memberikan dukungan tambahan dalam mengatasi gejala demam.","Daun segar 7 lembar dicuci bersih lalu dibilas dengan air matang, tumbuk sampai seperti bubur lalu diperas dan disaring. Airnya diminum dan ampasnya dipakai untuk menggosok badan."
Daun Jinten,"Daun jinten mengandung senyawa antiinflamasi dan bronkodilator alami yang dapat membantu meredakan gejala asma dengan melebarkan saluran udara dan mengurangi peradangan. Sifat ekspektoran dari daun jinten juga dapat membantu meredakan batuk, meningkatkan produksi dahak, dan memudahkan pengeluarannya, memberikan dukungan efektif dalam penanganan masalah pernapasan.","Daun 10 lembar cuci bersih dan bilas dengan air matang, tumbuk sampai seperti bubur lalu peras dan disaring. Air perasan nya ditambah minyak wijen, minum."
Daun Jinten,"Daun jinten mengandung senyawa seperti carvacrol dan thymol yang memiliki sifat antiinflamasi dan analgesik, membantu meredakan sakit kepala. Ekstrak dari daun jinten juga dapat membantu melemaskan otot-otot kepala dan memberikan efek menenangkan, memberikan dukungan tambahan dalam mengatasi gejala sakit kepala.","Daun segar dicuci bersih lalu dimemarkan, tempelkan di kepala dan pelipis."
Daun Jinten,"Daun jinten mengandung senyawa antiinflamasi dan analgesik alami yang dapat membantu meredakan peradangan dan nyeri pada kondisi rematik. Ekstrak daun jinten juga diketahui memiliki sifat antioksidan yang dapat memberikan perlindungan tambahan terhadap kerusakan sel-sel pada sendi, memberikan dukungan dalam mengurangi gejala rematik.","Daun segar 10 lembar digiling halus, tambahkan air kapur sirih secukupnya, diremas sampai merata. Bubur daun tersebut digunakan untuk melumas dan menggosok bagian yang sakit."
Daun Jinten,"Daun jinten, dengan kandungan senyawa seperti flavonoid dan minyak atsiri, telah dikenal memiliki sifat antikonvulsan yang dapat membantu meredakan serangan ayan. Ekstrak dari daun jinten juga dapat memberikan efek menenangkan pada sistem saraf, memberikan dukungan tambahan dalam pengelolaan kondisi ayan.","Daun jiten 30 lembar, ngokilo 10 lembar, lenglengan 25 lembar, sambiloto 40 lembar, meniran 8 sirip, gula aren 3 jari. Cuci dan potong potong seperlunya lalu direbus dengan 4 gelas air bersih sampai tersisa 3 gelas. Setelah dingin disaring lalu diminum. Sehari 3x 3/4 gelas."
Daun Jinten,"Daun jinten, dengan kandungan minyak atsiri yang termasuk karminatif, dapat membantu meredakan perut kembung dengan mengurangi produksi gas dalam saluran pencernaan. Ekstrak daun jinten juga memiliki sifat antispasmodik yang dapat merelaksasi otot-otot usus, membantu mengatasi ketidaknyamanan yang disebabkan oleh perut kembung.","Daun 5 lembar, cuci tumbuk halus, seduh dengan 3⁄4 cangkir air panas. Saring, minum."
Daun Jinten,"Daun jinten mengandung senyawa yang dapat merangsang produksi prolaktin, hormon yang berperan penting dalam meningkatkan produksi ASI. Konsumsi daun jinten secara teratur dapat membantu ibu menyusui untuk memperbanyak produksi ASI dan meningkatkan kualitas nutrisinya.",Daun jiten dimasak dengan sop ayam. Makan seluruhnya.
Daun Jinten,"Daun jinten, dengan kandungan senyawa aktif seperti flavonoid, memiliki sifat afrodisiak yang dapat meningkatkan gairah seksual. Konsumsi daun jinten dapat merangsang produksi hormon seks dan meningkatkan aliran darah ke organ reproduksi, memberikan kontribusi positif dalam meningkatkan keintiman dan performa seksual.",Seluruh tanaman direbus bersama bahan lain.
Daun Jinten,"Daun jinten, dengan sifat antiradang dan antimikroba, dapat membantu meredakan sariawan perut dengan mengurangi peradangan dan melawan infeksi pada saluran pencernaan. Ekstrak daun jinten juga dapat memberikan efek menenangkan pada lambung, membantu mengurangi ketidaknyamanan dan mempercepat proses penyembuhan sariawan perut.","Daun jintan segar 1 g; daun saga segar 3 g; herba pegagan segar 3 g; daun sirih segar 3 helai; kulit kayu turi 4 g; air 110 ml, dibuat infus atau dipipis, diminum 1 kali sehari 100 ml (infus); apabila dibuat pipisan diminum 1 kali sehari 1/4 cangkir; diulang selama 7 hari."
Daun Jinten,"Daun jinten, dengan sifat antikembung dan antiperut kembung, dapat membantu meredakan gejala muntah pada bayi. Infus daun jinten yang diberikan dalam takaran yang tepat dapat memberikan efek menenangkan pada sistem pencernaan bayi dan membantu mengurangi kecenderungan muntah.","Daun Jintan segar 2 helai, dikunyah ibunya dan cairannya ditelan. Dilakukan 3 kali sehari pagi siang sore, sehingga air susu ibu tidak membuat mual pada bayinya."
Daun Ungu,"Daun ungu, dengan kandungan flavonoid dan taninnya, dapat memberikan efek penyembuhan dan mengurangi peradangan pada kasus ambeien. Ekstrak daun ungu juga dapat membantu mengurangi pembengkakan dan memberikan relaksasi pada pembuluh darah, memberikan dukungan dalam mengatasi gejala ambeien seperti rasa sakit dan perdarahan.",3-7 lembar daun ungu dan adas yang direbus bersama dengan 3 gelas air hingga mendidih. Hasil rebusan disaring lalu diminum 1 kali setiap pagi dengan teratur.
Daun Ungu,"Daun ungu, dengan kandungan diuretik alaminya, dapat membantu melancarkan produksi air seni dan memfasilitasi pengeluaran sisa-sisa racun dari tubuh. Ekstrak daun ungu juga dapat membantu mengurangi retensi cairan, memberikan dukungan dalam menjaga keseimbangan cairan tubuh dan meningkatkan fungsi sistem ekskresi.",1-2 genggam daun ungu dan adas ditumbuk bersama sampai halus lalu dioleskan pada bagian perut seperti param.
Daun Ungu,"Daun ungu, dengan kandungan fitokimia seperti flavonoid dan tannin, memiliki sifat regulasi hormonal yang dapat membantu mengatur siklus menstruasi dan melancarkan haid. Ekstrak daun ungu juga dapat memberikan efek astringen, mengurangi gejala nyeri haid, serta membantu menjaga keseimbangan hormonal pada sistem reproduksi wanita.","3 sendok makan bunga daun ungu yang sudah dikeringkan direbus dengan 3 gelas air sampai mendidih hingga tinggal 1 gelas, kemudian disaring dan diminum 3 hari menjelang datang bulan (haid)."
Daun Ungu,"Daun ungu, dengan kandungan senyawa antiinflamasi dan analgesik, dapat memberikan bantuan dalam meredakan gejala rematik atau encok. Ekstrak daun ungu telah diketahui memiliki efek meredakan peradangan dan nyeri pada sendi, memberikan dukungan alami dalam pengelolaan kondisi rematik atau encok.",1-2 genggam daun ungu yang ditumbuk sampai halus lalu dioleskan pada bagian yang sakit sebagai param.
Daun Ungu,"Daun ungu, dengan kandungan antiinflamasi dan antiseptik alaminya, dapat digunakan untuk mengobati bisul dengan meredakan peradangan dan membantu membersihkan luka. Ekstrak daun ungu juga dapat mempercepat proses penyembuhan, mengurangi rasa nyeri, dan mencegah infeksi pada bisul.",2 lembar daun ungu dan minyak kelapa secukupnya. Daun ungu diolesi minyak kelapa kemudian dipanggang di atas api. Dalam keadaan hangat-hangat ditempelkan pada bagian yang sakit (bisul).
Daruju,"
Daraju, dengan kandungan senyawa antioksidan dan fitokimia alaminya, diketahui memiliki potensi dalam mendukung pencegahan dan pengobatan kanker. Ekstrak dari daraju telah menunjukkan sifat anti-kanker dengan menghambat pertumbuhan sel kanker dan merangsang apoptosis, memberikan kontribusi positif dalam perjuangan melawan penyakit kanker. Namun, perlu dicatat bahwa informasi ini masih memerlukan penelitian lebih lanjut untuk memastikan efektivitas dan dosis yang tepat.","Rebus 30 - 120 g akar daruju kering dan 60 - 120 g daging sapi tanpa lemak dalam 500 cc air dalam periuk tanah atau panci email dengan api kecil selama 6 jam, sampai airnya tersisa satu mangkuk. Jika airnya mengering sebelum 6 jam, tambahkan air panas secukupnya sambil terus direbus. Setelah dingin, saring dan air saringannya dibagi dua untuk dua kali minum, pagi dan sore hari (masing-masing 1/2 mangkuk). Setiap kali minum tambahkan madu secukupnya. Lakukan pengobatan ini setiap hari."
Daruju,"Daruharja, dengan kandungan senyawa aktif seperti saponin dan flavonoid, telah diketahui memiliki efek hepatoprotektif yang dapat membantu dalam pengobatan hepatitis akut dan kronis. Ekstrak daruharja dapat membantu mengurangi peradangan di hati, meningkatkan regenerasi sel-sel hati, serta melindungi organ tersebut dari kerusakan lebih lanjut, memberikan dukungan dalam pengelolaan hepatitis.","Iris 60 g akar daruju yang telah dikeringkan tipis-tipis. Masukkan ke dalam panci email, lalu tuang 500 cc air bersih ke dalamnya. Rebus dengan api kecil sampai airnya tersisa 100 cc. Setelah dingin, saring dan airnya dibagi dua untuk 2 kali minum, pagi dan sore hari. Setiap kali minum dapat ditambahkan madu secukupnya."
Daruju,"Daruju, dengan kandungan senyawa antiinflamasi dan antiseptik, dapat digunakan untuk merawat luka terkena pisau beracun dengan mengurangi peradangan dan mencegah infeksi. Ekstrak dari daruju juga memiliki sifat penenang yang dapat membantu mengurangi rasa nyeri pada luka, memberikan dukungan dalam proses penyembuhan.","Kunyah akar kering sampai halus, lalu bubuhkan pada luka dan balut dengan kain perban. Ganti 2 - 3 kali sehari."
Daruju,"Daruju, dengan sifat antiseptik dan antiinflamasi, memiliki khasiat dalam mengobati bisul dengan membantu membersihkan dan melindungi luka. Ekstrak daruju juga dapat meredakan peradangan, mengurangi rasa nyeri, dan mempercepat proses penyembuhan pada area yang terkena bisul.","Giling empat butir biji daruju sampai menjadi bubuk. Seduh dengan air secukupnya, lalu diminum sekaligus. Lakukan setiap hari sampai sembuh."
Daruju,"aruju, dengan kandungan zat aktif yang bersifat antiparasit, dapat membantu mengatasi cacingan dengan menghambat pertumbuhan dan perkembangan cacing parasit dalam saluran pencernaan. Ekstrak daruju juga memiliki sifat anthelmintik yang dapat membantu mengusir cacing-cacing tersebut dari tubuh, memberikan efek positif dalam pengobatan kondisi cacingan.","Giling 3 - 5 butir biji daruju sampai halus. Seduh dengan 1/2 cangkir air panas. Setelah dingin, minum sekaligus. Pengobatan ini dapat dilakukan selama 2 - 4 hari berturut-turut."
Delima Putih,"Delima putih, dengan kandungan antijamur, antibakteri, dan antiinflamasi dalam kulitnya, dapat membantu menyembuhkan sariawan dengan mengurangi peradangan dan melawan pertumbuhan bakteri penyebabnya. Ekstrak dari delima putih juga memiliki efek pendinginan yang dapat meredakan sensasi nyeri pada sariawan, memberikan dukungan dalam proses penyembuhan.","1-2 buah delima putih segar diambil bijinya, lalu tumbuk hingga hancur. Rendam selama 2 hari, kemudian gunakan airnya untuk berkumur."
Delima Putih,"Delima putih, dengan kandungan tanin dan senyawa antimikroba, dapat membantu mengatasi keputihan dengan mengurangi pertumbuhan bakteri dan jamur penyebab infeksi pada area genital. Ekstrak delima putih juga memiliki sifat astringen yang dapat membantu meredakan peradangan dan memberikan efek pembersihan pada saluran reproduksi, mendukung pengobatan keputihan.","30 g kulit delima putih kering direbus dengan 1 liter air sampai airnya tinggal setengah. Setelah dingin, diminum. Ramuan ini diminum 2x sehari."
Delima Putih,"elima putih, dengan kandungan senyawa antiparasit alaminya, dapat digunakan sebagai pengobatan cacingan pada anak dengan membantu menghambat pertumbuhan dan perkembangan cacing parasit dalam saluran pencernaan. Ekstrak delima putih juga memiliki sifat anthelmintik yang membantu membersihkan infestasi cacing pada anak, memberikan solusi alami dan aman dalam pengelolaan kondisi ini.","1 jari akar delima putih, 1 rimpang temu giring direbus dengan 1 liter air sampai airnya tinggal setengah. Diminum setiap hari 1 gelas sebelum sarapan."
Delima Putih,"Delima putih, dengan kandungan tanin dan zat antidiare alaminya, dapat membantu mengatasi diare pada anak dengan mengurangi peradangan dan meredakan iritasi pada saluran pencernaan. Ekstrak delima putih juga memiliki sifat astringen yang membantu mengencangkan otot-otot usus dan mengurangi frekuensi buang air besar, memberikan dukungan efektif dalam penanganan diare pada anak.",2 buah delima putih dibuang kulitnya. panggang sampai kering. Tumbuk sampai menjadi bubuk. Untuk sekali minum dipakai 1 sdm bubuk tsb yang diseduh dengan air panas. Diminum 3 x sehari.
Delima Putih,"Delima putih, dengan kandungan tanin dan senyawa antimikroba, dapat membantu mengatasi muntaber pada anak dengan mengurangi iritasi pada saluran pencernaan dan menghentikan diare. Ekstrak delima putih juga memiliki sifat astringen yang membantu menstabilkan pergerakan usus, memberikan efek positif dalam mengatasi gejala muntaber pada anak.","Haluskan 1 buah pala, 5 jintan, 5 cm kulit delima putih, dan sedikit jahe. Setelah halus, tambahkan 1 sdt santan kental dan 1 sdt minyak kayu putih. Balurkan pada perut dan dada bayi."
Delima Putih,"Delima putih, dengan kandungan polifenol dan serat tinggi, dapat membantu menurunkan berat badan dengan merangsang metabolisme tubuh dan mengontrol nafsu makan. Senyawa antioksidan dalam delima putih juga dapat membantu membakar lemak lebih efisien, memberikan dukungan tambahan dalam upaya penurunan berat badan.","2 genggam daun delima putih muda diremas-remas sambil diberi 1 gelas air matang dan sedikit garam. Peras, diminum 2 x sehari, masing - masing 1/2 gelas."
Delima Putih,"Delima putih, dengan kandungan zat antiinflamasi dan antioksidan, dapat membantu meredakan gangguan pencernaan dengan mengurangi peradangan dan melindungi sel-sel pencernaan. Ekstrak delima putih juga dapat memberikan efek antimikroba, membantu menjaga keseimbangan bakteri dalam saluran pencernaan dan mendukung kesehatan sistem pencernaan secara keseluruhan.",50 g daun delima putih segar diseduh dengan air secukupnya. Minum selagi hangat.
Delima Putih,"Delima putih, dengan kandungan tanin yang memiliki sifat antiperut kembung, dapat membantu meredakan gejala perut kembung dengan menenangkan otot-otot usus. Ekstrak dari delima putih juga memiliki efek antispasmodik yang dapat merelaksasi saluran pencernaan, memberikan bantuan dalam mengurangi ketidaknyamanan yang disebabkan oleh perut kembung.",5 helai daun delima putih kering diseduh dengan 1 gelas air panas. Setelah agak dingin diminum. Ulangi 3 x sehari.
Delima Putih,"Delima putih, dengan kandungan vitamin C dan antioksidan, dapat membantu mencegah masuk angin dengan memperkuat sistem kekebalan tubuh dan melawan radikal bebas penyebab infeksi. Konsumsi secara rutin juga dapat meningkatkan daya tahan tubuh, memberikan perlindungan tambahan terhadap serangan penyakit yang sering terkait dengan masuk angin.",Seduh daun teh dan 10 helai daun delima dengan segelas air. Minum selagi hangat. Lakukan 2 x sehari masing-masing 1 gelas.
Dewandaru,"Dewandaru, dengan kandungan senyawa antiinflamasi, dapat membantu meredakan gejala rematik dengan mengurangi peradangan pada sendi. Selain itu, sifat antikolesterol dan adstringennya dapat membantu mengontrol kadar kolesterol dan mengatasi diare dengan mengurangi pergerakan usus yang berlebihan.","Buah dapat dikonsumsi langsung atau daunya dapat direbus dengan air panas, disaring, airnya dapat diminum."
Durian,"Durian, dengan kandungan vitamin C dan mineral seperti potassium, dapat membantu mengurangi demam dengan memperkuat sistem kekebalan tubuh. Kandungan nutrisinya juga dapat memberikan energi tambahan dan mendukung proses pemulihan selama periode demam.","Lumatan akar durian direbus dalam air, kemudian badan diuapi dengan lumatan akar sedangkan air rebusannya diminum."
Durian,"Durian, dengan kandungan elektrolit seperti kalium dan magnesium, dapat membantu mengatasi muntaber dengan menggantikan cairan dan elektrolit yang hilang akibat muntah. Kandungan serat dalam durian juga dapat membantu meredakan gejala muntaber dengan menstabilkan pencernaan dan mengatasi iritasi pada saluran pencernaan.","Kulit batang direbus dengan air, saringan airnya diminum."
Ekor Kucing,"Ekor kucing, dengan kandungan tanin dan zat antiseptik alaminya, dapat digunakan untuk mengatasi luka berdarah akibat keracunan dengan menghentikan perdarahan dan mencegah infeksi. Ekstrak ekor kucing juga dapat memberikan efek menenangkan pada kulit sekitar luka, mendukung proses penyembuhan, dan melindungi area yang terkena dari iritasi lebih lanjut.",akar ekor kucing digerus dengan air lalu cairannya diminumkan pada si sakit. Cara lain yaitu dengan merebus akarnya dengan gula hingga menjadi sirup.
Ekor Kucing,"Ekor kucing, dengan kandungan senyawa aktif seperti polifenol dan flavonoid, dapat digunakan untuk mengobati lepra putih dengan sifat antifungal dan antiinflamasi alaminya. Ekstrak ekor kucing dapat membantu menghambat pertumbuhan jamur penyebab lepra putih serta meredakan peradangan pada kulit, memberikan efek positif dalam pengelolaan kondisi tersebut.",daun ekor kucing digerus dengan kencur lalu dioleskan pada bagian yang terkena lepra.
Gadung Cina,"Gadung Cina, dengan kandungan senyawa seperti flavonoid dan polifenol, memiliki potensi sebagai antioksidan dan antikanker. Ekstrak gadung cina telah dikaitkan dengan kemampuannya untuk menghambat pertumbuhan sel kanker dan merangsang apoptosis, memberikan dukungan dalam upaya pencegahan dan pengobatan kanker.","250-500 gadung cina direbus dengan 3.000 cc air bersih selama 1 jam kemudian api dikecilkan dan di godok selama 3 jam, kemudian sisa air godokannya ditambah 30-60 g lemak sapi, biarkan selama 1 jam sehari. Baik untuk kanker esophagus, lambung, rectum, payudara. Sangat efektif untuk kanker lambung."
Gadung Cina,"Gadung cina, dengan kandungan zat aktif seperti tanin dan flavonoid, dapat membantu mengatasi keputihan dengan sifat antiseptiknya yang membantu mengurangi pertumbuhan bakteri penyebab keputihan. Ekstrak gadung cina juga dapat memberikan efek astringen, membantu menjaga keseimbangan pH alami daerah intim dan meredakan gejala keputihan.","300 g rimpang gadung cina ditumbuk dan digodok dengan air, kemudian ditambah gula 60 g, tiap hari diminum."
Gadung Cina,"Gadung Cina, dengan kandungan antiinflamasi dan antiseptiknya, dapat membantu mengatasi bisul dengan meredakan peradangan dan mencegah infeksi pada luka. Ekstrak dari gadung cina juga dapat membantu mengurangi bengkak di sekitar area bisul, memberikan dukungan dalam proses penyembuhan dan kenyamanan.","Sehelai daun gadung cina setelah dicuci bersih ditempelkan pada tempat yang sakit, sampai keluar airnya. Bila belum keluar air, daunnya diganti."
Ganyong,"Ganyong, dengan kandungan pati resisten yang bersifat prebiotik, dapat membantu meredakan panas dalam dengan menyeimbangkan flora usus dan menurunkan tingkat peradangan di dalam tubuh. Konsumsi ganyong juga dapat memberikan efek penyejuk dan melancarkan sistem pencernaan, membantu mengatasi gejala panas dalam seperti rasa tidak nyaman di perut.","Umbi ganyong sebanyak 30 g dan rimpang temulawak juga 30 g direbus dalam 700 ml air hingga mendidih selama 15 menit, Diminum hangat-hangat 2 kali sehari."
Ganyong,"Ganyong, dengan kandungan senyawa antiseptik dan antiinflamasi, dapat membantu mengatasi radang saluran kencing dengan mengurangi peradangan dan melawan bakteri penyebab infeksi. Konsumsi ganyong juga dapat memberikan efek diuretik alami, membantu membersihkan saluran kencing dan meredakan gejala yang terkait dengan kondisi tersebut.","Sebanyak 40 g umbi ganyong 40 g, 30 g daun kumis kucing, dan 20 g akar alang-alang 20 g dimasukkan dalam 600 ml air. Campuran direbus sampai mendidih selama 15 menit, Diminum hangat-hangat pagi dan sore"
Ganyong,"Ganyong, dengan kandungan pati resisten dan serat tinggi, dapat digunakan sebagai obat lambung dengan membantu mengatasi masalah pencernaan seperti asam lambung tinggi. Ekstrak ganyong dapat membentuk lapisan pelindung pada dinding lambung, meredakan iritasi, dan mengurangi gejala penyakit lambung, memberikan efek positif dalam perawatan kondisi tersebut.","Untuk obat lambung dipakai sekitar 25 gram tepung umbi ganyong dan dimasukkan
ke dalam 1 gelas air, ditambah garam dapur 4 sendok teh dan gula merah sebesar ibu jari. Lalu dimasak selama 15 menit sampai berbentuk bubur, setelah dingin dimakan sekaligus"
Ganyong,"Ganyong, dengan kandungan zat adstringen dan antiinflamasi, dapat digunakan sebagai obat mimisan dengan cara mengurangi peradangan dan membantu menyusutkan pembuluh darah di hidung. Ekstrak ganyong juga memiliki sifat penyejuk, yang dapat membantu menghentikan perdarahan dan meredakan gejala mimisan secara alami.","Umbi yang telah dihancurkan, direndam dan dihancurkan, direndam dan dilembutkan dalam air digunakan untuk menghilangkan mimisan."
